ANode,BNode,LinkID
32115,30852,32115_30852
32115,31293,32115_31293
32116,42743,32116_42743
32116,30935,32116_30935
32116,42975,32116_42975
32117,31797,32117_31797
32117,31975,32117_31975
32118,32490,32118_32490
32118,32501,32118_32501
32118,31797,32118_31797
32119,42796,32119_42796
32119,42976,32119_42976
32120,32081,32120_32081
32120,41183,32120_41183
32120,31856,32120_31856
32121,31104,32121_31104
32121,34139,32121_34139
32122,41491,32122_41491
32122,30914,32122_30914
32122,42977,32122_42977
32123,31535,32123_31535
32123,31805,32123_31805
32124,32007,32124_32007
32124,32006,32124_32006
32125,31401,32125_31401
32125,30797,32125_30797
32125,41175,32125_41175
32126,32314,32126_32314
32126,32336,32126_32336
32127,40165,32127_40165
32127,32128,32127_32128
32128,32127,32128_32127
32128,43364,32128_43364
32128,40726,32128_40726
32129,31549,32129_31549
32129,32008,32129_32008
32130,30945,32130_30945
32130,31073,32130_31073
32131,31799,32131_31799
32131,30945,32131_30945
32132,31789,32132_31789
32132,35978,32132_35978
32133,32489,32133_32489
32133,33399,32133_33399
32133,32325,32133_32325
32134,42979,32134_42979
32134,30788,32134_30788
32135,40521,32135_40521
32135,32154,32135_32154
32135,36963,32135_36963
32135,31159,32135_31159
32136,30781,32136_30781
32136,42371,32136_42371
32137,30713,32137_30713
32137,31156,32137_31156
32138,31133,32138_31133
32138,31042,32138_31042
32139,31121,32139_31121
32139,36913,32139_36913
32139,32239,32139_32239
32140,31202,32140_31202
32140,30810,32140_30810
32141,40879,32141_40879
32141,31908,32141_31908
32141,30896,32141_30896
32142,31844,32142_31844
32142,42230,32142_42230
32142,42980,32142_42980
32143,41608,32143_41608
32143,30967,32143_30967
32144,42545,32144_42545
32144,31155,32144_31155
32144,32265,32144_32265
32145,42489,32145_42489
32145,42981,32145_42981
32145,40638,32145_40638
32146,32239,32146_32239
32146,30811,32146_30811
32146,35206,32146_35206
32147,32151,32147_32151
32147,31895,32147_31895
32147,37296,32147_37296
32148,32076,32148_32076
32148,36772,32148_36772
32148,42982,32148_42982
32149,31896,32149_31896
32149,40515,32149_40515
32149,32077,32149_32077
32149,37131,32149_37131
32150,30817,32150_30817
32150,31118,32150_31118
32151,30977,32151_30977
32151,32147,32151_32147
32152,32240,32152_32240
32152,32087,32152_32087
32153,42983,32153_42983
32153,32154,32153_32154
32154,32153,32154_32153
32154,39971,32154_39971
32154,32135,32154_32135
32155,42984,32155_42984
32155,31907,32155_31907
32156,42421,32156_42421
32156,36703,32156_36703
32156,43383,32156_43383
32157,30964,32157_30964
32157,31342,32157_31342
32158,31054,32158_31054
32158,39614,32158_39614
32158,31911,32158_31911
32159,32293,32159_32293
32159,31176,32159_31176
32160,31178,32160_31178
32160,30765,32160_30765
32161,31790,32161_31790
32161,32351,32161_32351
32162,31922,32162_31922
32162,42985,32162_42985
32163,32164,32163_32164
32163,31905,32163_31905
32164,31921,32164_31921
32164,36144,32164_36144
32164,32163,32164_32163
32165,34062,32165_34062
32165,32273,32165_32273
32165,30769,32165_30769
32166,31045,32166_31045
32166,35497,32166_35497
32166,31994,32166_31994
32167,32262,32167_32262
32167,31069,32167_31069
32168,42986,32168_42986
32168,31533,32168_31533
32169,32302,32169_32302
32169,42987,32169_42987
32170,32243,32170_32243
32170,42988,32170_42988
32171,42988,32171_42988
32171,31477,32171_31477
32172,40588,32172_40588
32172,42997,32172_42997
32172,39956,32172_39956
32172,32351,32172_32351
32173,31928,32173_31928
32173,38137,32173_38137
32173,38988,32173_38988
32174,39007,32174_39007
32174,30904,32174_30904
32174,30720,32174_30720
32175,40051,32175_40051
32175,31813,32175_31813
32176,41668,32176_41668
32176,30795,32176_30795
32177,36522,32177_36522
32177,32178,32177_32178
32177,32234,32177_32234
32178,30905,32178_30905
32178,38612,32178_38612
32178,32177,32178_32177
32179,31078,32179_31078
32179,37029,32179_37029
32179,31935,32179_31935
32180,31935,32180_31935
32180,38923,32180_38923
32180,31936,32180_31936
32181,36125,32181_36125
32181,31938,32181_31938
32181,31081,32181_31081
32182,31084,32182_31084
32182,30912,32182_30912
32182,36113,32182_36113
32183,31954,32183_31954
32183,34839,32183_34839
32183,31101,32183_31101
32184,30796,32184_30796
32184,43653,32184_43653
32184,32080,32184_32080
32184,40443,32184_40443
32185,30719,32185_30719
32185,30850,32185_30850
32186,32363,32186_32363
32186,31207,32186_31207
32187,31814,32187_31814
32187,32500,32187_32500
32188,31098,32188_31098
32188,42355,32188_42355
32188,30842,32188_30842
32189,37203,32189_37203
32189,32329,32189_32329
32189,43384,32189_43384
32190,33838,32190_33838
32190,43017,32190_43017
32190,31954,32190_31954
32191,39415,32191_39415
32191,31207,32191_31207
32191,31098,32191_31098
32192,31100,32192_31100
32192,32340,32192_32340
32193,32082,32193_32082
32193,32328,32193_32328
32193,32095,32193_32095
32194,32468,32194_32468
32194,37051,32194_37051
32194,30841,32194_30841
32195,36647,32195_36647
32195,31091,32195_31091
32195,30910,32195_30910
32196,31851,32196_31851
32196,32197,32196_32197
32197,32196,32197_32196
32197,32081,32197_32081
32197,36159,32197_36159
32198,32012,32198_32012
32198,42539,32198_42539
32198,32401,32198_32401
32199,30809,32199_30809
32199,32202,32199_32202
32200,31535,32200_31535
32200,31513,32200_31513
32201,41460,32201_41460
32201,30914,32201_30914
32202,32199,32202_32199
32202,31941,32202_31941
32202,34942,32202_34942
32203,41502,32203_41502
32203,39209,32203_39209
32203,31959,32203_31959
32204,32018,32204_32018
32204,32082,32204_32082
32205,31960,32205_31960
32205,34139,32205_34139
32206,30885,32206_30885
32206,31843,32206_31843
32207,31963,32207_31963
32207,36319,32207_36319
32207,30885,32207_30885
32208,30555,32208_30555
32208,30845,32208_30845
32209,39014,32209_39014
32209,30969,32209_30969
32209,31114,32209_31114
32210,31210,32210_31210
32210,30920,32210_30920
32211,30995,32211_30995
32211,30981,32211_30981
32212,31970,32212_31970
32212,42467,32212_42467
32212,31971,32212_31971
32213,40317,32213_40317
32213,42974,32213_42974
32213,31975,32213_31975
32214,30806,32214_30806
32214,31099,32214_31099
32215,31976,32215_31976
32215,40767,32215_40767
32215,31998,32215_31998
32216,42616,32216_42616
32216,32217,32216_32217
32216,32222,32216_32222
32217,32339,32217_32339
32217,32216,32217_32216
32218,42973,32218_42973
32218,43702,32218_43702
32218,31981,32218_31981
32219,42243,32219_42243
32219,32256,32219_32256
32219,32073,32219_32073
32220,30928,32220_30928
32220,30500,32220_30500
32221,32323,32221_32323
32221,42990,32221_42990
32222,32216,32222_32216
32222,32226,32222_32226
32223,30805,32223_30805
32223,31407,32223_31407
32224,30775,32224_30775
32224,39752,32224_39752
32224,31982,32224_31982
32225,38825,32225_38825
32225,40898,32225_40898
32225,32227,32225_32227
32226,32222,32226_32222
32226,32324,32226_32324
32227,38008,32227_38008
32227,32225,32227_32225
32227,31077,32227_31077
32228,31077,32228_31077
32228,31383,32228_31383
32228,39112,32228_39112
32229,32003,32229_32003
32229,31105,32229_31105
32230,30718,32230_30718
32230,31308,32230_31308
32231,36580,32231_36580
32231,30727,32231_30727
32232,32233,32232_32233
32232,32086,32232_32086
32233,30934,32233_30934
32233,39512,32233_39512
32233,32232,32233_32232
32234,32177,32234_32177
32234,41608,32234_41608
32235,31933,32235_31933
32235,42947,32235_42947
32236,42991,32236_42991
32236,31144,32236_31144
32237,42992,32237_42992
32237,42998,32237_42998
32238,32278,32238_32278
32238,42994,32238_42994
32239,32139,32239_32139
32239,32146,32239_32146
32240,41353,32240_41353
32240,32152,32240_32152
32241,32025,32241_32025
32241,32286,32241_32286
32242,32255,32242_32255
32242,31419,32242_31419
32243,31188,32243_31188
32243,32170,32243_32170
32244,32272,32244_32272
32244,32274,32244_32274
32245,31177,32245_31177
32245,31921,32245_31921
32246,31089,32246_31089
32246,30913,32246_30913
32247,31066,32247_31066
32247,31067,32247_31067
32248,32064,32248_32064
32248,43210,32248_43210
32248,32112,32248_32112
32249,31176,32249_31176
32249,31050,32249_31050
32250,41696,32250_41696
32250,32063,32250_32063
32251,30798,32251_30798
32251,31032,32251_31032
32251,36818,32251_36818
32252,31895,32252_31895
32252,31133,32252_31133
32253,31124,32253_31124
32253,42983,32253_42983
32254,30881,32254_30881
32254,31434,32254_31434
32255,42329,32255_42329
32255,32242,32255_32242
32256,42995,32256_42995
32256,32219,32256_32219
32257,30724,32257_30724
32257,37056,32257_37056
32257,30791,32257_30791
32258,31144,32258_31144
32258,39912,32258_39912
32259,31837,32259_31837
32259,30724,32259_30724
32260,30845,32260_30845
32260,30827,32260_30827
32261,31050,32261_31050
32261,31993,32261_31993
32262,40530,32262_40530
32262,30970,32262_30970
32262,40454,32262_40454
32262,32167,32262_32167
32263,31140,32263_31140
32263,34885,32263_34885
32263,31112,32263_31112
32264,31182,32264_31182
32264,30957,32264_30957
32265,32144,32265_32144
32265,31181,32265_31181
32266,30752,32266_30752
32266,30754,32266_30754
32267,31892,32267_31892
32267,33311,32267_33311
32267,30876,32267_30876
32267,43704,32267_43704
32268,32049,32268_32049
32268,31892,32268_31892
32269,32077,32269_32077
32269,30987,32269_30987
32270,41530,32270_41530
32270,42996,32270_42996
32271,30807,32271_30807
32271,33730,32271_33730
32272,31342,32272_31342
32272,32244,32272_32244
32273,31069,32273_31069
32273,32165,32273_32165
32274,32945,32274_32945
32274,32244,32274_32244
32274,30939,32274_30939
32275,40077,32275_40077
32275,31174,32275_31174
32276,30743,32276_30743
32276,31055,32276_31055
32277,31427,32277_31427
32277,32278,32277_32278
32277,37423,32277_37423
32278,32277,32278_32277
32278,32238,32278_32238
32279,31847,32279_31847
32279,37074,32279_37074
32280,31407,32280_31407
32280,36519,32280_36519
32281,36090,32281_36090
32281,31737,32281_31737
32282,41573,32282_41573
32282,31408,32282_31408
32283,31910,32283_31910
32283,31854,32283_31854
32284,31881,32284_31881
32284,40621,32284_40621
32284,32344,32284_32344
32285,30974,32285_30974
32285,31071,32285_31071
32286,32241,32286_32241
32286,36390,32286_36390
32286,42997,32286_42997
32287,30833,32287_30833
32287,35058,32287_35058
32287,31059,32287_31059
32288,31152,32288_31152
32288,32290,32288_32290
32289,31067,32289_31067
32289,42948,32289_42948
32290,32288,32290_32288
32290,32042,32290_32042
32290,37939,32290_37939
32291,30878,32291_30878
32291,37947,32291_37947
32291,32337,32291_32337
32292,30763,32292_30763
32292,30854,32292_30854
32293,41620,32293_41620
32293,32159,32293_32159
32294,31868,32294_31868
32294,40525,32294_40525
32295,30735,32295_30735
32295,39627,32295_39627
32295,31543,32295_31543
32296,31057,32296_31057
32296,30978,32296_30978
32297,34247,32297_34247
32297,32059,32297_32059
32298,31860,32298_31860
32298,31859,32298_31859
32299,31991,32299_31991
32299,30856,32299_30856
32300,41459,32300_41459
32300,31992,32300_31992
32301,42998,32301_42998
32301,30715,32301_30715
32302,31296,32302_31296
32302,31995,32302_31995
32303,31996,32303_31996
32303,31296,32303_31296
32304,41575,32304_41575
32304,31961,32304_31961
32305,39912,32305_39912
32305,30722,32305_30722
32306,31893,32306_31893
32306,30993,32306_30993
32307,42999,32307_42999
32307,31097,32307_31097
32308,36520,32308_36520
32308,42270,32308_42270
32308,43385,32308_43385
32309,43000,32309_43000
32309,31539,32309_31539
32310,40383,32310_40383
32310,31007,32310_31007
32310,31981,32310_31981
32310,43001,32310_43001
32311,31139,32311_31139
32311,32350,32311_32350
32312,41518,32312_41518
32312,35985,32312_35985
32312,32108,32312_32108
32313,43002,32313_43002
32313,36519,32313_36519
32314,41497,32314_41497
32314,32126,32314_32126
32315,30717,32315_30717
32315,31938,32315_31938
32316,42778,32316_42778
32316,43385,32316_43385
32317,43003,32317_43003
32317,31078,32317_31078
32318,30936,32318_30936
32318,43003,32318_43003
32319,42661,32319_42661
32319,42995,32319_42995
32320,39984,32320_39984
32320,31006,32320_31006
32320,30965,32320_30965
32321,40449,32321_40449
32321,32323,32321_32323
32322,31003,32322_31003
32322,32016,32322_32016
32323,32321,32323_32321
32323,32221,32323_32221
32324,32226,32324_32226
32324,32007,32324_32007
32325,32133,32325_32133
32325,32009,32325_32009
32326,32010,32326_32010
32326,32416,32326_32416
32327,41564,32327_41564
32327,32011,32327_32011
32328,42861,32328_42861
32328,32193,32328_32193
32329,30891,32329_30891
32329,32189,32329_32189
32330,31835,32330_31835
32330,32331,32330_32331
32331,32330,32331_32330
32331,30903,32331_30903
32332,42315,32332_42315
32332,37419,32332_37419
32332,31849,32332_31849
32333,32015,32333_32015
32333,31813,32333_31813
32334,70002,32334_70002
32334,37057,32334_37057
32334,31423,32334_31423
32335,31093,32335_31093
32335,32013,32335_32013
32336,32126,32336_32126
32336,36086,32336_36086
32336,30829,32336_30829
32337,32291,32337_32291
32337,42936,32337_42936
32338,43004,32338_43004
32338,32341,32338_32341
32339,31787,32339_31787
32339,32217,32339_32217
32340,32192,32340_32192
32340,31788,32340_31788
32340,31085,32340_31085
32341,40755,32341_40755
32341,32338,32341_32338
32341,31963,32341_31963
32342,31149,32342_31149
32342,36702,32342_36702
32342,43369,32342_43369
32343,30784,32343_30784
32343,31140,32343_31140
32344,32284,32344_32284
32344,31227,32344_31227
32345,31934,32345_31934
32345,31514,32345_31514
32346,32932,32346_32932
32346,43005,32346_43005
32347,31793,32347_31793
32347,31037,32347_31037
32347,39742,32347_39742
32348,41513,32348_41513
32348,31003,32348_31003
32349,43006,32349_43006
32349,30855,32349_30855
32350,32311,32350_32311
32350,31230,32350_31230
32351,32161,32351_32161
32351,32172,32351_32172
32351,31189,32351_31189
32351,36725,32351_36725
32352,31222,32352_31222
32352,30983,32352_30983
32353,31875,32353_31875
32353,32028,32353_32028
32354,30873,32354_30873
32354,32355,32354_32355
32355,32354,32355_32354
32355,31875,32355_31875
32356,30759,32356_30759
32356,40396,32356_40396
32356,32029,32356_32029
32357,41135,32357_41135
32357,31288,32357_31288
32358,41602,32358_41602
32358,41570,32358_41570
32359,31774,32359_31774
32359,61654,32359_61654
32360,34379,32360_34379
32360,43007,32360_43007
32361,31032,32361_31032
32361,32057,32361_32057
32362,36185,32362_36185
32362,30863,32362_30863
32362,31013,32362_31013
32363,31005,32363_31005
32363,43484,32363_43484
32363,32186,32363_32186
32364,43008,32364_43008
32364,41601,32364_41601
32365,32054,32365_32054
32365,43009,32365_43009
32365,43463,32365_43463
32366,30727,32366_30727
32366,30729,32366_30729
32367,35980,32367_35980
32367,42003,32367_42003
32367,35983,32367_35983
32367,43010,32367_43010
32368,31510,32368_31510
32368,37722,32368_37722
32369,41592,32369_41592
32369,30314,32369_30314
32370,32371,32370_32371
32371,31256,32371_31256
32372,38192,32372_38192
32372,41419,32372_41419
32373,41550,32373_41550
32374,31617,32374_31617
32375,39677,32375_39677
32376,30468,32376_30468
32377,42717,32377_42717
32377,32379,32377_32379
32378,32396,32378_32396
32379,43012,32379_43012
32380,31580,32380_31580
32380,41646,32380_41646
32381,32380,32381_32380
32382,32392,32382_32392
32383,37097,32383_37097
32384,41444,32384_41444
32384,32383,32384_32383
32385,37098,32385_37098
32386,36613,32386_36613
32386,30469,32386_30469
32387,32388,32387_32388
32388,39756,32388_39756
32388,30418,32388_30418
32389,30460,32389_30460
32390,32381,32390_32381
