ANode,BNode,LinkID
37212,35644,37212_35644
37213,37365,37213_37365
37213,36367,37213_36367
37214,36781,37214_36781
37214,39524,37214_39524
37214,35026,37214_35026
37214,38459,37214_38459
37215,35884,37215_35884
37215,37094,37215_37094
37216,35091,37216_35091
37216,35940,37216_35940
37217,35067,37217_35067
37217,35956,37217_35956
37218,35846,37218_35846
37218,37413,37218_37413
37219,34981,37219_34981
37219,35275,37219_35275
37220,35169,37220_35169
37220,40422,37220_40422
37220,42216,37220_42216
37221,36355,37221_36355
37221,35081,37221_35081
37222,36907,37222_36907
37222,43447,37222_43447
37223,37225,37223_37225
37223,35501,37223_35501
37224,36543,37224_36543
37224,36544,37224_36544
37225,37226,37225_37226
37225,36547,37225_36547
37225,37223,37225_37223
37226,35632,37226_35632
37226,37225,37226_37225
37227,35509,37227_35509
37227,35034,37227_35034
37228,37105,37228_37105
37228,37236,37228_37236
37229,36969,37229_36969
37229,34790,37229_34790
37230,40046,37230_40046
37230,35519,37230_35519
37231,41188,37231_41188
37231,36529,37231_36529
37232,35253,37232_35253
37232,35745,37232_35745
37233,37289,37233_37289
37233,35659,37233_35659
37234,42124,37234_42124
37234,42577,37234_42577
37234,36558,37234_36558
37235,36715,37235_36715
37235,35494,37235_35494
37236,37228,37236_37228
37236,35167,37236_35167
37236,37130,37236_37130
37237,30729,37237_30729
37237,36578,37237_36578
37238,35525,37238_35525
37238,35937,37238_35937
37239,36712,37239_36712
37239,34838,37239_34838
37240,33328,37240_33328
37240,42143,37240_42143
37241,35378,37241_35378
37241,39965,37241_39965
37242,35216,37242_35216
37242,36572,37242_36572
37243,42218,37243_42218
37243,40526,37243_40526
37244,35876,37244_35876
37244,34773,37244_34773
37245,35560,37245_35560
37245,35294,37245_35294
37245,39495,37245_39495
37246,35319,37246_35319
37246,43249,37246_43249
37247,35540,37247_35540
37247,34902,37247_34902
37248,35405,37248_35405
37248,35621,37248_35621
37249,35580,37249_35580
37249,42219,37249_42219
37250,36588,37250_36588
37250,40608,37250_40608
37250,36587,37250_36587
37251,35621,37251_35621
37251,42220,37251_42220
37251,39122,37251_39122
37252,37449,37252_37449
37252,35278,37252_35278
37252,36988,37252_36988
37253,42221,37253_42221
37253,36968,37253_36968
37254,35251,37254_35251
37254,42289,37254_42289
37254,36680,37254_36680
37255,34283,37255_34283
37255,34798,37255_34798
37256,36587,37256_36587
37256,40608,37256_40608
37256,36965,37256_36965
37257,35264,37257_35264
37257,35970,37257_35970
37258,36483,37258_36483
37258,35666,37258_35666
37259,35820,37259_35820
37259,35553,37259_35553
37260,36659,37260_36659
37260,35567,37260_35567
37260,43723,37260_43723
37261,33310,37261_33310
37261,40149,37261_40149
37261,42222,37261_42222
37262,35440,37262_35440
37262,34731,37262_34731
37262,42686,37262_42686
37263,35935,37263_35935
37263,42223,37263_42223
37264,36474,37264_36474
37264,35916,37264_35916
37265,36906,37265_36906
37265,36474,37265_36474
37266,34733,37266_34733
37266,35484,37266_35484
37267,35406,37267_35406
37267,36789,37267_36789
37268,42224,37268_42224
37268,42207,37268_42207
37269,34920,37269_34920
37269,43467,37269_43467
37270,35432,37270_35432
37270,35955,37270_35955
37271,36661,37271_36661
37271,35954,37271_35954
37272,34888,37272_34888
37272,35477,37272_35477
37273,35715,37273_35715
37273,37290,37273_37290
37274,36766,37274_36766
37274,37277,37274_37277
37275,36614,37275_36614
37275,36464,37275_36464
37276,35683,37276_35683
37276,34728,37276_34728
37277,37274,37277_37274
37277,40912,37277_40912
37277,35051,37277_35051
37278,35500,37278_35500
37278,34990,37278_34990
37279,35574,37279_35574
37279,42119,37279_42119
37280,36737,37280_36737
37280,40589,37280_40589
37280,43504,37280_43504
37281,34913,37281_34913
37281,38054,37281_38054
37281,34765,37281_34765
37282,35285,37282_35285
37282,40228,37282_40228
37282,37283,37282_37283
37283,37282,37283_37282
37283,35586,37283_35586
37284,35377,37284_35377
37284,34726,37284_34726
37285,60647,37285_60647
37285,34869,37285_34869
37286,40491,37286_40491
37286,36461,37286_36461
37286,42226,37286_42226
37287,30567,37287_30567
37287,36394,37287_36394
37288,36767,37288_36767
37288,35588,37288_35588
37289,35593,37289_35593
37289,37233,37289_37233
37290,37273,37290_37273
37290,42227,37290_42227
37291,36449,37291_36449
37291,36877,37291_36877
37292,41825,37292_41825
37292,36933,37292_36933
37293,37386,37293_37386
37293,35972,37293_35972
37294,42268,37294_42268
37294,37972,37294_37972
37295,35591,37295_35591
37295,43493,37295_43493
37296,32147,37296_32147
37296,35594,37296_35594
37297,36924,37297_36924
37297,35592,37297_35592
37297,41026,37297_41026
37298,43279,37298_43279
37298,43512,37298_43512
37298,36924,37298_36924
37299,36776,37299_36776
37299,35594,37299_35594
37300,35924,37300_35924
37300,35596,37300_35596
37301,42228,37301_42228
37301,42229,37301_42229
37302,42229,37302_42229
37302,37147,37302_37147
37303,34877,37303_34877
37303,34998,37303_34998
37304,30670,37304_30670
37304,35653,37304_35653
37305,35462,37305_35462
37305,43271,37305_43271
37306,37032,37306_37032
37306,34936,37306_34936
37306,42579,37306_42579
37307,34855,37307_34855
37307,38365,37307_38365
37307,36424,37307_36424
37308,42230,37308_42230
37308,37309,37308_37309
37309,37308,37309_37308
37309,37992,37309_37992
37309,43506,37309_43506
37310,35322,37310_35322
37310,37311,37310_37311
37311,37310,37311_37310
37311,39199,37311_39199
37311,37100,37311_37100
37312,35066,37312_35066
37312,38607,37312_38607
37312,37034,37312_37034
37313,35181,37313_35181
37313,36911,37313_36911
37314,31633,37314_31633
37314,38720,37314_38720
37315,37145,37315_37145
37315,34965,37315_34965
37316,35606,37316_35606
37316,35618,37316_35618
37317,32738,37317_32738
37317,36430,37317_36430
37318,37197,37318_37197
37318,35628,37318_35628
37319,35619,37319_35619
37319,35072,37319_35072
37320,43513,37320_43513
37320,36433,37320_36433
37321,42231,37321_42231
37321,37322,37321_37322
37322,37321,37322_37321
37322,42232,37322_42232
37323,36793,37323_36793
37323,42233,37323_42233
37324,40403,37324_40403
37324,34943,37324_34943
37324,37779,37324_37779
37324,36535,37324_36535
37325,37326,37325_37326
37325,36797,37325_36797
37326,36360,37326_36360
37326,37325,37326_37325
37327,34774,37327_34774
37327,34931,37327_34931
37328,31303,37328_31303
37328,35633,37328_35633
37329,40493,37329_40493
37329,35193,37329_35193
37329,35713,37329_35713
37330,35081,37330_35081
37330,34919,37330_34919
37331,36850,37331_36850
37331,37333,37331_37333
37332,36443,37332_36443
37332,36882,37332_36882
37333,37331,37333_37331
37333,36542,37333_36542
37334,39174,37334_39174
37334,35646,37334_35646
37334,43515,37334_43515
37335,33223,37335_33223
37335,43291,37335_43291
37336,35084,37336_35084
37336,34863,37336_34863
37337,35885,37337_35885
37337,42855,37337_42855
37338,42858,37338_42858
37338,35969,37338_35969
37339,34867,37339_34867
37339,35090,37339_35090
37340,36648,37340_36648
37340,41134,37340_41134
37341,42234,37341_42234
37341,35645,37341_35645
37342,40664,37342_40664
37342,37014,37342_37014
37343,36806,37343_36806
37343,42518,37343_42518
37343,42128,37343_42128
37344,35449,37344_35449
37344,37053,37344_37053
37345,42235,37345_42235
37345,37359,37345_37359
37346,42191,37346_42191
37346,37083,37346_37083
37347,37348,37347_37348
37347,36415,37347_36415
37348,37347,37348_37347
37348,34946,37348_34946
37349,42236,37349_42236
37349,35827,37349_35827
37350,36440,37350_36440
37350,40741,37350_40741
37351,37042,37351_37042
37351,37035,37351_37035
37352,35695,37352_35695
37352,40741,37352_40741
37353,42237,37353_42237
37353,36400,37353_36400
37354,36627,37354_36627
37354,36865,37354_36865
37355,36411,37355_36411
37355,37164,37355_37164
37356,34940,37356_34940
37356,35100,37356_35100
37356,42654,37356_42654
37357,35329,37357_35329
37357,39541,37357_39541
37357,36413,37357_36413
37358,41808,37358_41808
37358,35599,37358_35599
37359,37345,37359_37345
37359,39692,37359_39692
37359,35021,37359_35021
37360,35102,37360_35102
37360,40487,37360_40487
37360,35101,37360_35101
37361,43516,37361_43516
37361,35103,37361_35103
37362,40301,37362_40301
37362,34969,37362_34969
37363,34964,37363_34964
37363,39533,37363_39533
37363,36487,37363_36487
37364,36744,37364_36744
37364,43689,37364_43689
37364,36354,37364_36354
37365,37367,37365_37367
37365,37213,37365_37213
37366,37008,37366_37008
37366,35105,37366_35105
37367,40721,37367_40721
37367,35669,37367_35669
37367,37365,37367_37365
37368,36406,37368_36406
37368,36407,37368_36407
37369,35099,37369_35099
37369,35323,37369_35323
37370,37094,37370_37094
37370,36391,37370_36391
37371,35674,37371_35674
37371,36543,37371_36543
37372,37375,37372_37375
37372,37420,37372_37420
37373,36842,37373_36842
37373,42238,37373_42238
37374,39815,37374_39815
37374,34626,37374_34626
37375,35121,37375_35121
37375,37372,37375_37372
37376,36893,37376_36893
37376,36404,37376_36404
37377,35447,37377_35447
37377,34393,37377_34393
37378,40373,37378_40373
37378,35661,37378_35661
37379,35123,37379_35123
37379,40342,37379_40342
37379,37068,37379_37068
37380,37381,37380_37381
37380,34818,37380_34818
37381,40688,37381_40688
37381,34967,37381_34967
37381,37380,37381_37380
37382,36400,37382_36400
37382,37091,37382_37091
37383,34925,37383_34925
37383,40657,37383_40657
37383,43475,37383_43475
37384,34701,37384_34701
37384,35858,37384_35858
37385,37388,37385_37388
37385,35684,37385_35684
37386,36888,37386_36888
37386,38608,37386_38608
37386,37293,37386_37293
37387,42159,37387_42159
37387,34865,37387_34865
37388,34712,37388_34712
37388,37385,37388_37385
37389,35194,37389_35194
37389,34718,37389_34718
37390,35129,37390_35129
37390,35641,37390_35641
37391,35130,37391_35130
37391,35157,37391_35157
37391,40783,37391_40783
37392,34800,37392_34800
37392,43490,37392_43490
37393,36753,37393_36753
37393,37417,37393_37417
37394,36347,37394_36347
37394,38925,37394_38925
37394,42239,37394_42239
37395,35964,37395_35964
37395,42111,37395_42111
37396,37397,37396_37397
37396,35689,37396_35689
37397,34963,37397_34963
37397,37396,37397_37396
37398,37062,37398_37062
37398,42241,37398_42241
37398,37729,37398_37729
37399,37174,37399_37174
37399,42242,37399_42242
37400,35691,37400_35691
37400,37402,37400_37402
37400,39215,37400_39215
37401,40890,37401_40890
37401,37191,37401_37191
37402,37400,37402_37400
37402,40890,37402_40890
37403,35018,37403_35018
37403,41069,37403_41069
37403,42243,37403_42243
37403,42530,37403_42530
37404,35966,37404_35966
37404,34961,37404_34961
37405,39915,37405_39915
37405,39357,37405_39357
37405,36743,37405_36743
37406,35101,37406_35101
37406,36871,37406_36871
37407,37063,37407_37063
37407,39570,37407_39570
37407,36636,37407_36636
37407,38421,37407_38421
37408,35965,37408_35965
37408,34448,37408_34448
37409,35205,37409_35205
37409,35137,37409_35137
37410,34707,37410_34707
37410,35695,37410_35695
37411,35697,37411_35697
37411,42244,37411_42244
37412,42245,37412_42245
37412,35028,37412_35028
37413,37218,37413_37218
37413,39850,37413_39850
37413,35528,37413_35528
37414,37415,37414_37415
37414,35488,37414_35488
37415,42247,37415_42247
37415,37414,37415_37414
37416,39766,37416_39766
37416,37454,37416_37454
37417,37393,37417_37393
37417,43496,37417_43496
37418,70049,37418_70049
37418,37419,37418_37419
37419,37418,37419_37418
37419,32332,37419_32332
37420,37372,37420_37372
37420,43606,37420_43606
37420,34972,37420_34972
37421,36271,37421_36271
37421,34730,37421_34730
37422,42063,37422_42063
37422,35001,37422_35001
37423,32277,37423_32277
37423,35164,37423_35164
37424,36545,37424_36545
37424,43516,37424_43516
37425,42248,37425_42248
37425,43514,37425_43514
37426,35374,37426_35374
37426,42249,37426_42249
37426,38192,37426_38192
37427,34800,37427_34800
37427,34789,37427_34789
37428,37059,37428_37059
37428,34577,37428_34577
37429,35059,37429_35059
37429,42857,37429_42857
37430,39339,37430_39339
37430,36389,37430_36389
37431,35171,37431_35171
37431,37439,37431_37439
37432,35749,37432_35749
37433,35232,37433_35232
37434,41978,37434_41978
37434,37436,37434_37436
37435,38471,37435_38471
37435,35748,37435_35748
37436,37435,37436_37435
37437,35752,37437_35752
37437,34763,37437_34763
37438,37635,37438_37635
37438,37019,37438_37019
37439,37569,37439_37569
37439,42250,37439_42250
37440,42251,37440_42251
37441,35743,37441_35743
37441,38547,37441_38547
37441,38546,37441_38546
37441,38680,37441_38680
37442,35255,37442_35255
37442,39887,37442_39887
37442,35009,37442_35009
37443,36864,37443_36864
37443,36860,37443_36860
37443,37879,37443_37879
37444,41341,37444_41341
37444,36184,37444_36184
37445,34722,37445_34722
37445,30805,37445_30805
37445,32051,37445_32051
37446,36922,37446_36922
37446,38555,37446_38555
37446,36785,37446_36785
37446,37973,37446_37973
37447,36771,37447_36771
37447,39764,37447_39764
37447,35085,37447_35085
37448,35271,37448_35271
37448,39908,37448_39908
37448,36531,37448_36531
37449,36721,37449_36721
37449,35278,37449_35278
37449,37252,37449_37252
37450,35922,37450_35922
37450,36564,37450_36564
37450,36599,37450_36599
37451,35699,37451_35699
37451,35751,37451_35751
37451,35459,37451_35459
37452,43341,37452_43341
37452,43329,37452_43329
37453,37043,37453_37043
37453,43476,37453_43476
37453,40784,37453_40784
37454,35717,37454_35717
37454,37416,37454_37416
37454,35984,37454_35984
37455,35906,37455_35906
37455,34517,37455_34517
37456,35994,37456_35994
37456,34381,37456_34381
37456,40342,37456_40342
37457,35978,37457_35978
37457,35361,37457_35361
37457,35742,37457_35742
37458,41808,37458_41808
37458,37358,37458_37358
37459,39992,37459_39992
37459,37135,37459_37135
37459,35923,37459_35923
37460,35437,37460_35437
37460,35001,37460_35001
37460,35703,37460_35703
37461,36486,37461_36486
37461,38131,37461_38131
37461,35061,37461_35061
37462,36225,37462_36225
37462,34428,37462_34428
37463,36240,37463_36240
37463,39451,37463_39451
37463,36017,37463_36017
37464,35985,37464_35985
37464,39767,37464_39767
37465,41304,37465_41304
37465,43517,37465_43517
37466,30448,37466_30448
37466,35968,37466_35968
37467,30446,37467_30446
37468,40298,37468_40298
37468,38355,37468_38355
37468,33350,37468_33350
37469,37713,37469_37713
37469,38369,37469_38369
37469,43571,37469_43571
37470,41780,37470_41780
37470,32516,37470_32516
37471,30701,37471_30701
37471,38550,37471_38550
37472,38706,37472_38706
37472,38705,37472_38705
37472,30513,37472_30513
37473,34284,37473_34284
37473,35371,37473_35371
37474,37761,37474_37761
37474,38478,37474_38478
37475,39997,37475_39997
37475,42854,37475_42854
37475,36831,37475_36831
37476,30292,37476_30292
37476,30465,37476_30465
37476,38692,37476_38692
37477,39364,37477_39364
37477,43518,37477_43518
37477,39263,37477_39263
37478,33186,37478_33186
37478,38703,37478_38703
37478,37480,37478_37480
37479,37483,37479_37483
37479,34752,37479_34752
37480,37741,37480_37741
37480,37478,37480_37478
37480,38695,37480_38695
37481,38448,37481_38448
37481,37866,37481_37866
37482,43075,37482_43075
37482,32540,37482_32540
37482,43024,37482_43024
37483,37937,37483_37937
37483,38469,37483_38469
37483,37479,37483_37479
37484,35972,37484_35972
37484,36866,37484_36866
37484,42252,37484_42252
37485,38272,37485_38272
37485,33340,37485_33340
37486,32622,37486_32622
37486,43519,37486_43519
37487,37488,37487_37488
37487,37900,37487_37900
37488,33612,37488_33612
37488,37487,37488_37487
37489,37848,37489_37848
37489,37847,37489_37847
37490,38287,37490_38287
37490,33675,37490_33675
37491,38214,37491_38214
37491,37737,37491_37737
37492,39768,37492_39768
37493,30509,37493_30509
37493,38458,37493_38458
37494,38658,37494_38658
37494,39260,37494_39260
37495,37838,37495_37838
37495,38658,37495_38658
37496,42386,37496_42386
37496,37495,37496_37495
37497,41433,37497_41433
37498,37836,37498_37836
37498,37766,37498_37766
37499,37518,37499_37518
37499,39685,37499_39685
37500,37606,37500_37606
37500,38385,37500_38385
37501,38981,37501_38981
37501,42260,37501_42260
37502,38385,37502_38385
37502,42442,37502_42442
37503,37609,37503_37609
37503,37606,37503_37606
37504,37519,37504_37519
37504,38837,37504_38837
37505,39584,37505_39584
37505,37506,37505_37506
37506,37505,37506_37505
37506,38491,37506_38491
37507,39553,37507_39553
37507,37663,37507_37663
37507,39182,37507_39182
37508,35939,37508_35939
37508,38392,37508_38392
37509,38599,37509_38599
37509,37675,37509_37675
37510,40434,37510_40434
37510,34545,37510_34545
37511,38602,37511_38602
37511,43520,37511_43520
37512,42729,37512_42729
37512,39770,37512_39770
37512,38193,37512_38193
37513,38578,37513_38578
37513,37685,37513_37685
37514,37082,37514_37082
37514,38576,37514_38576
37515,38222,37515_38222
37515,38224,37515_38224
37515,38223,37515_38223
37516,42253,37516_42253
37516,43521,37516_43521
37517,42253,37517_42253
37517,39396,37517_39396
37518,37499,37518_37499
37518,40477,37518_40477
37518,42254,37518_42254
37519,38501,37519_38501
37519,37504,37519_37504
37520,39730,37520_39730
37520,37540,37520_37540
37521,41684,37521_41684
37521,37545,37521_37545
37522,39718,37522_39718
37522,37525,37522_37525
37523,39708,37523_39708
37523,30712,37523_30712
37524,37539,37524_37539
37524,39718,37524_39718
37525,37522,37525_37522
37525,38556,37525_38556
37525,37526,37525_37526
37526,37525,37526_37525
37526,38556,37526_38556
37526,39730,37526_39730
37527,39723,37527_39723
37527,42851,37527_42851
37528,36021,37528_36021
37528,36181,37528_36181
37528,37547,37528_37547
37529,39702,37529_39702
37529,39721,37529_39721
37530,38568,37530_38568
37530,39715,37530_39715
37531,39754,37531_39754
37531,32899,37531_32899
37532,38595,37532_38595
37532,39727,37532_39727
37533,37534,37533_37534
37533,39719,37533_39719
37534,37541,37534_37541
37534,39719,37534_39719
37535,42061,37535_42061
37535,42472,37535_42472
37536,42470,37536_42470
37536,37660,37536_37660
37537,37535,37537_37535
37537,42061,37537_42061
37538,37537,37538_37537
37539,41568,37539_41568
37539,37524,37539_37524
37540,37520,37540_37520
37540,37921,37540_37921
37541,37921,37541_37921
37541,37534,37541_37534
37542,32675,37542_32675
37542,32937,37542_32937
37543,38858,37543_38858
37543,39744,37543_39744
37543,39756,37543_39756
37544,42479,37544_42479
37544,39705,37544_39705
37545,37521,37545_37521
37545,37550,37545_37550
37546,39713,37546_39713
37546,38541,37546_38541
37547,37528,37547_37528
37547,38545,37547_38545
37548,42030,37548_42030
37548,38544,37548_38544
37549,42029,37549_42029
37549,39716,37549_39716
37550,37545,37550_37545
37550,39753,37550_39753
37551,33396,37551_33396
37552,42066,37552_42066
37552,39757,37552_39757
37553,30642,37553_30642
37553,39071,37553_39071
37554,38762,37554_38762
37554,38763,37554_38763
37555,37617,37555_37617
37555,32957,37555_32957
37556,36843,37556_36843
37556,41423,37556_41423
37556,30323,37556_30323
37557,41408,37557_41408
37557,30430,37557_30430
37558,37565,37558_37565
37558,31748,37558_31748
37559,38678,37559_38678
37559,40360,37559_40360
37559,37821,37559_37821
37560,42294,37560_42294
37560,38687,37560_38687
37561,38694,37561_38694
37561,34324,37561_34324
37562,37879,37562_37879
37562,34176,37562_34176
37563,42255,37563_42255
37563,39806,37563_39806
37564,38548,37564_38548
37564,38724,37564_38724
37565,42254,37565_42254
37565,39051,37565_39051
37565,37558,37565_37558
37566,42019,37566_42019
37566,37848,37566_37848
37567,39668,37567_39668
37567,39831,37567_39831
37568,42870,37568_42870
37568,37569,37568_37569
37569,37568,37569_37568
37569,42257,37569_42257
37569,37439,37569_37439
37570,38725,37570_38725
37570,43522,37570_43522
37571,39655,37571_39655
37571,38735,37571_38735
37571,42599,37571_42599
37572,37574,37572_37574
37572,37739,37572_37739
37573,37852,37573_37852
37573,38521,37573_38521
37574,33102,37574_33102
37574,37572,37574_37572
37575,38378,37575_38378
37575,37907,37575_37907
37576,38350,37576_38350
37576,38593,37576_38593
37577,39547,37577_39547
37577,43523,37577_43523
37577,38665,37577_38665
37578,38529,37578_38529
37578,38424,37578_38424
37578,40438,37578_40438
37579,39696,37579_39696
37579,35163,37579_35163
37580,42502,37580_42502
37580,39642,37580_39642
37580,38773,37580_38773
37581,37874,37581_37874
37581,35909,37581_35909
37582,40594,37582_40594
37582,43526,37582_43526
37582,38056,37582_38056
37583,39309,37583_39309
37583,39316,37583_39316
37584,38920,37584_38920
37584,33794,37584_33794
37585,39403,37585_39403
37585,43524,37585_43524
37586,42344,37586_42344
37586,35925,37586_35925
37587,38612,37587_38612
37587,42133,37587_42133
37588,43630,37588_43630
37588,37953,37588_37953
37588,38500,37588_38500
37589,38822,37589_38822
37589,38506,37589_38506
37589,38497,37589_38497
37590,32568,37590_32568
37590,33343,37590_33343
37590,38479,37590_38479
37591,42016,37591_42016
37592,39304,37592_39304
37592,38834,37592_38834
37592,38829,37592_38829
37593,39043,37593_39043
37593,38324,37593_38324
37594,38126,37594_38126
37594,37072,37594_37072
37595,38162,37595_38162
37595,39420,37595_39420
37596,39147,37596_39147
37596,38484,37596_38484
37597,38003,37597_38003
37597,39618,37597_39618
37597,42276,37597_42276
37598,38304,37598_38304
37598,39300,37598_39300
37599,39425,37599_39425
37599,40192,37599_40192
37599,39314,37599_39314
37600,43525,37600_43525
37600,32524,37600_32524
37601,37865,37601_37865
37601,38217,37601_38217
37602,38470,37602_38470
37602,38940,37602_38940
37603,34068,37603_34068
37603,38870,37603_38870
37604,38042,37604_38042
37604,38074,37604_38074
37605,37591,37605_37591
37606,41062,37606_41062
37606,37503,37606_37503
37606,37500,37606_37500
37607,40522,37607_40522
37607,39107,37607_39107
37607,43272,37607_43272
37608,31140,37608_31140
37608,38897,37608_38897
37609,38598,37609_38598
37609,37503,37609_37503
37609,41062,37609_41062
37610,43335,37610_43335
37610,43431,37610_43431
37610,39472,37610_39472
37611,36830,37611_36830
37611,33707,37611_33707
37612,39478,37612_39478
37612,40153,37612_40153
37613,39475,37613_39475
37613,38061,37613_38061
37613,39620,37613_39620
37614,38297,37614_38297
37614,42391,37614_42391
37615,38059,37615_38059
37615,39329,37615_39329
37616,39963,37616_39963
37616,39118,37616_39118
37616,43526,37616_43526
37617,39491,37617_39491
37617,37555,37617_37555
37618,39307,37618_39307
37618,33064,37618_33064
37619,37620,37619_37620
37619,38070,37619_38070
37620,40633,37620_40633
37620,39493,37620_39493
37620,37619,37620_37619
37621,39494,37621_39494
37621,40991,37621_40991
37621,40650,37621_40650
37622,38087,37622_38087
37622,42429,37622_42429
37622,38927,37622_38927
37622,39504,37622_39504
37623,36125,37623_36125
37623,39500,37623_39500
37624,37914,37624_37914
37624,38281,37624_38281
37625,38062,37625_38062
37625,39113,37625_39113
37625,38114,37625_38114
37626,38092,37626_38092
37626,38091,37626_38091
37627,38619,37627_38619
37627,38931,37627_38931
37628,38949,37628_38949
37628,42414,37628_42414
37629,38109,37629_38109
37629,38405,37629_38405
37629,38099,37629_38099
37630,39068,37630_39068
37630,30645,37630_30645
37630,40659,37630_40659
37631,38065,37631_38065
37631,33273,37631_33273
37632,34214,37632_34214
37632,39516,37632_39516
37633,38934,37633_38934
37633,43524,37633_43524
37634,39508,37634_39508
37634,38108,37634_38108
37635,39517,37635_39517
37635,37438,37635_37438
37636,38631,37636_38631
37636,39523,37636_39523
37637,38617,37637_38617
37637,38097,37637_38097
37638,43527,37638_43527
37638,38113,37638_38113
37639,39667,37639_39667
37639,33706,37639_33706
37640,38946,37640_38946
37640,37072,37640_37072
37640,38948,37640_38948
37640,38947,37640_38947
37641,39116,37641_39116
37641,38950,37641_38950
37641,34287,37641_34287
37642,39523,37642_39523
37642,38117,37642_38117
37643,39527,37643_39527
37643,39528,37643_39528
37644,36537,37644_36537
37644,35197,37644_35197
37644,39228,37644_39228
37645,38967,37645_38967
37645,30824,37645_30824
37645,38966,37645_38966
37645,38965,37645_38965
37646,42052,37646_42052
37646,38169,37646_38169
37647,38154,37647_38154
37647,37650,37647_37650
37648,39564,37648_39564
37648,38139,37648_38139
37649,38377,37649_38377
37649,40683,37649_40683
37649,38133,37649_38133
37650,37647,37650_37647
37650,43528,37650_43528
37651,38223,37651_38223
37651,38396,37651_38396
37652,42437,37652_42437
37652,42283,37652_42283
37652,38136,37652_38136
37653,40691,37653_40691
37653,40692,37653_40692
37653,38137,37653_38137
37654,39046,37654_39046
37654,39087,37654_39087
37654,39133,37654_39133
37654,43529,37654_43529
37655,39542,37655_39542
37655,39234,37655_39234
37655,38146,37655_38146
37656,38147,37656_38147
37656,38970,37656_38970
37657,38662,37657_38662
37657,39776,37657_39776
37658,39548,37658_39548
37658,37440,37658_37440
37659,39332,37659_39332
37659,39547,37659_39547
37660,38529,37660_38529
37660,39713,37660_39713
37661,38972,37661_38972
37661,38606,37661_38606
37662,38816,37662_38816
37662,42259,37662_42259
37663,42439,37663_42439
37663,37507,37663_37507
37664,36852,37664_36852
37664,39550,37664_39550
37665,38976,37665_38976
37665,37823,37665_37823
37665,37669,37665_37669
37665,41055,37665_41055
37666,42259,37666_42259
37666,39552,37666_39552
37667,37678,37667_37678
37667,38166,37667_38166
37667,37712,37667_37712
37668,37669,37668_37669
37668,38415,37668_38415
37669,37665,37669_37665
37669,40428,37669_40428
37669,37668,37669_37668
37670,38164,37670_38164
37670,40701,37670_40701
37670,38982,37670_38982
37671,38576,37671_38576
37671,38353,37671_38353
37672,42260,37672_42260
37672,36325,37672_36325
37673,38978,37673_38978
37673,40702,37673_40702
37673,38165,37673_38165
37674,39259,37674_39259
37674,37682,37674_37682
37675,37509,37675_37509
37675,37796,37675_37796
37676,37680,37676_37680
37676,38503,37676_38503
37677,37712,37677_37712
37677,38170,37677_38170
37678,37667,37678_37667
37678,38985,37678_38985
37679,42441,37679_42441
37679,38359,37679_38359
37680,38428,37680_38428
37680,37676,37680_37676
37680,39026,37680_39026
37680,42022,37680_42022
37681,38353,37681_38353
37681,33841,37681_33841
37682,37674,37682_37674
37682,38139,37682_38139
37683,38411,37683_38411
37683,38817,37683_38817
37684,34504,37684_34504
37684,36034,37684_36034
37684,40340,37684_40340
37685,37513,37685_37513
37685,37794,37685_37794
37686,41198,37686_41198
37686,43532,37686_43532
37686,38597,37686_38597
37687,40341,37687_40341
37687,38395,37687_38395
37687,42297,37687_42297
37688,38274,37688_38274
37688,39345,37688_39345
37689,39573,37689_39573
37689,38321,37689_38321
37690,37692,37690_37692
37690,34549,37690_34549
37691,39588,37691_39588
37691,39569,37691_39569
37692,38436,37692_38436
37692,37690,37692_37690
37693,38386,37693_38386
37693,39576,37693_39576
37694,38180,37694_38180
37694,37695,37694_37695
37694,39247,37694_39247
37695,37694,37695_37694
37695,39568,37695_39568
37695,39247,37695_39247
37696,39187,37696_39187
37696,37697,37696_37697
37697,37696,37697_37696
37697,39584,37697_39584
37698,39590,37698_39590
37698,37705,37698_37705
37699,39795,37699_39795
37699,38991,37699_38991
37699,38990,37699_38990
37700,38574,37700_38574
37700,42375,37700_42375
37700,37780,37700_37780
37701,43530,37701_43530
37701,38183,37701_38183
37701,40470,37701_40470
37701,40050,37701_40050
37702,39346,37702_39346
37702,38993,37702_38993
37702,39079,37702_39079
37703,38580,37703_38580
37703,34974,37703_34974
37704,40681,37704_40681
37704,38996,37704_38996
37704,43556,37704_43556
37705,37698,37705_37698
37705,33341,37705_33341
37706,31725,37706_31725
37706,38135,37706_38135
37706,39360,37706_39360
37707,38194,37707_38194
37707,38203,37707_38203
37708,38302,37708_38302
37708,43572,37708_43572
37708,38147,37708_38147
37709,38369,37709_38369
37709,39595,37709_39595
37710,38586,37710_38586
37710,38811,37710_38811
37711,42025,37711_42025
37711,39397,37711_39397
37712,37667,37712_37667
37712,37677,37712_37677
37713,39597,37713_39597
37713,37469,37713_37469
37714,39399,37714_39399
37714,42529,37714_42529
37714,37715,37714_37715
37715,37714,37715_37714
37715,37831,37715_37831
37716,39398,37716_39398
37716,37831,37716_37831
37717,43573,37717_43573
37717,42670,37717_42670
37717,39399,37717_39399
37718,34373,37718_34373
37718,39395,37718_39395
37719,37859,37719_37859
37719,37849,37719_37849
37720,39395,37720_39395
37720,38356,37720_38356
37721,38828,37721_38828
37721,39671,37721_39671
